i1,i2,i3,i4,label,template
407,20137,10816,12673,1,4
24766,9266,11876,3850,0,2
17529,16846,8935,24284,1,6
7415,17088,1510,70,0,2
10713,1116,6006,1684,1,3
9410,24096,1865,6441,0,2
16776,14384,22032,24205,1,2
113,21855,19654,2003,0,1
3161,8166,8553,11408,0,3
6764,22041,3586,8238,0,1
8714,13420,6516,19106,0,2
14380,10764,3523,24355,0,3
7864,4363,23570,23668,0,1
3063,10037,13934,5963,0,2
17727,18926,17380,3069,0,1
22615,9232,10389,11160,0,2
18919,14249,9159,529,1,5
4081,20727,17259,11751,0,0
20799,16048,19730,22538,0,0
16826,22374,18320,3485,0,1
19620,13032,16413,5593,0,3
10765,285,5363,199,1,5
12096,16453,9753,11615,1,1
18332,14298,7620,24569,1,5
46,7814,8905,18814,0,1
571,12780,19237,18392,0,0
4458,16070,4980,24341,0,3
11127,18977,19496,14738,0,1
23888,23322,7242,22228,1,5
3132,12472,1796,10454,0,1
11246,18990,8508,21035,0,2
19373,823,11853,899,0,1
8542,11126,17575,21900,1,4
10802,22804,18284,8870,1,2
15967,19414,10606,24482,0,3
10992,5047,1793,13581,0,2
11302,13852,8849,16521,1,5
8458,11788,13887,10493,0,3
8264,7588,9284,7564,0,1
11438,805,19639,14881,0,3
6817,7099,19746,3079,0,1
1156,22448,8937,19960,0,0
5113,8522,24053,21228,0,2
12226,11376,8562,882,1,6
1346,12878,24793,17284,0,2
8177,12548,18810,2397,1,5
20155,18620,9173,2924,1,2
5087,22242,22451,19279,1,5
23217,22936,2884,14979,1,5
24498,5663,15687,18416,0,3
16219,5549,7620,3782,1,5
14485,7755,9849,230,0,1
8771,15602,827,21900,1,3
14282,10557,22125,23348,0,1
6679,3420,14716,20298,0,1
19482,16395,2492,9056,0,0
6330,11610,22322,23426,1,1
4882,6379,12030,22199,1,6
10318,11982,2729,13433,0,3
2581,21190,1677,4156,0,1
21963,13329,18589,1482,0,2
17347,5126,21395,18680,0,3
17690,7181,11003,16388,0,1
18119,4057,16930,19217,1,2
6464,24063,24186,11093,0,0
19832,2341,13218,4059,0,0
13890,13757,7469,724,0,2
19803,3763,17581,6817,1,6
14873,12258,23357,1876,1,6
6938,21835,8746,5861,0,3
4931,2815,586,23656,0,1
12448,9488,144,4498,0,1
21399,15100,16128,10579,0,2
10257,12274,6644,15809,1,5
20939,11263,16861,23793,0,1
4949,2568,9231,5941,0,2
24361,4782,2614,3966,1,6
22221,16163,11665,21654,1,5
2070,17896,18345,15191,0,1
21077,20168,14655,7001,1,4
16706,10962,703,389,1,5
14076,12124,10093,14424,1,6
1232,12838,9861,24781,0,3
8085,14412,2691,21830,0,1
17840,22302,17008,24965,0,2
11990,22052,10325,14229,0,2
13063,24538,782,6635,1,1
4892,18857,580,20120,0,2
16860,4941,9518,3907,1,6
14993,12680,1473,1205,1,6
17217,19439,23483,24636,0,1
15584,1841,23702,6605,0,2
23627,13013,22359,23658,0,2
21769,5768,8566,19788,1,6
19803,16039,17183,1821,0,2
9812,14768,4620,955,0,3
6980,10410,14068,2822,1,5
7973,1271,9189,5523,0,1
16998,5731,21294,5283,1,6
12101,13349,7018,21019,0,1
19391,21662,17659,9180,1,1
13142,9996,12228,20383,0,2
10363,15474,5769,20716,0,2
23229,10515,9947,9985,0,1
1499,785,5459,18672,0,1
16499,14834,23411,771,0,2
2952,8703,1873,18780,0,2
4348,8333,5248,7377,0,2
7218,22142,2751,916,0,2
4232,2744,17512,11926,0,1
19908,18891,20825,6645,0,1
11587,2488,14236,13774,0,1
17186,727,24485,12405,0,0
21707,3346,1816,6900,0,2
8722,4087,21325,10838,0,1
2843,22086,14683,7824,0,3
17155,18456,4997,13573,1,5
4033,10787,13572,24439,1,7
18098,19384,22106,24531,1,5
19043,23885,21028,18619,0,2
7416,11340,16774,1719,0,1
10672,12602,12113,20502,0,3
24574,24197,22411,20508,0,1
6477,10326,1541,2253,1,5
14951,15913,12221,2960,1,5
340,24213,3140,100,1,5
17181,24281,18816,9458,0,0
19154,8365,8572,11458,0,3
5749,16048,14982,6942,0,2
4211,3438,24827,11,1,6
23456,16677,10292,4482,1,2
3336,12914,3766,18671,0,2
1801,18441,16869,23966,1,6
3458,21632,12980,2488,0,2
13382,23323,23523,20500,1,6
1730,19683,11422,9407,0,2
5622,8899,10292,10505,0,0
3276,16053,11842,15159,0,1
7603,9626,2844,3125,0,3
235,1478,14687,23967,0,0
11374,16985,10763,4508,0,2
17055,21653,18886,3559,0,3
3192,4469,24200,22466,1,4
8115,12280,19692,6641,1,5
6719,14371,21902,3249,1,4
9061,8748,13770,15965,1,5
22636,21576,23321,12115,0,0
10126,5037,21448,8415,0,2
14109,3168,22200,7526,0,3
20503,18565,1268,7204,0,1
13512,742,3089,5484,1,2
2481,9013,8097,10295,0,1
20889,13532,2455,11746,1,4
14146,13069,9847,5473,0,2
23405,22007,21195,10345,1,5
6791,5940,24813,21236,0,1
16333,18076,6448,18817,1,5
17690,12244,11577,862,0,2
3059,1629,14694,9554,1,2
9924,22399,15955,19655,1,5
15210,584,21859,1317,0,1
3431,7225,2865,9020,1,6
865,22561,18628,24940,0,3
17037,3595,21784,9742,1,5
431,911,9593,23450,0,1
4777,5179,18184,17746,1,2
7926,21934,5953,22912,0,2
14665,13226,21245,16152,0,3
19011,2503,15830,23501,0,2
14661,24010,11902,2133,0,2
24957,4621,14083,5232,0,2
16418,6051,12502,2695,0,1
11894,23106,19750,20475,0,1
36,5356,613,4583,0,2
23074,5614,15592,15278,1,6
13383,11740,4252,12946,0,2
22349,6385,13521,24041,1,4
927,18908,21877,22642,0,3
12387,15454,10983,15974,1,6
5380,5452,5997,19392,0,2
6003,21888,1426,6741,1,5
14663,17175,11541,11754,0,0
2529,19173,3122,8286,0,2
12123,4625,14594,1521,1,5
14198,11232,13374,6821,0,2
16163,21175,20738,10509,0,1
14659,8215,12840,14684,0,1
15224,18320,17098,21157,1,7
10882,20886,21904,16472,1,5
22312,10445,946,10454,0,2
4571,8931,18085,16679,0,2
18989,24922,17058,12510,0,2
5128,1503,91,19520,1,6
8771,19411,14871,491,1,2
6562,2103,14410,21715,0,2
22226,18415,12854,8715,1,6
15474,6835,24108,13484,0,1
18821,20262,18960,7588,0,2
9623,2615,4168,13689,1,6
1499,4202,11406,22399,1,5
8859,5237,3079,17938,1,2
23380,13001,9925,14512,1,4
392,17802,10159,11617,0,0
999,5369,461,24908,0,1
21115,10364,9208,10181,0,1
1942,6488,10911,16549,0,1
16438,22195,13783,1855,1,5
10457,13025,10042,15782,1,5
1790,21177,9873,1130,0,1
18194,3658,16011,1314,0,2
15042,12414,7208,1461,0,1
1361,3796,12934,13197,1,4
2071,2556,9056,5905,1,6
22508,9262,12794,13883,1,6
3252,11416,11992,1982,0,1
15888,23598,13122,15001,0,3
2036,1756,22259,23263,0,2
3009,13634,13416,14487,0,0
12424,17251,6859,8508,0,3
16220,3269,16892,4052,1,6
24798,24500,5519,7001,0,2
4419,16344,23949,18644,0,1
17675,7423,13462,23083,0,2
6326,14883,18024,14961,0,3
1428,11936,6670,3698,1,5
22077,11889,22509,22109,0,2
7362,5386,337,24330,0,1
17312,5618,10531,11021,1,4
12698,255,20771,2433,0,0
7904,14419,22719,9373,0,0
24589,9156,7667,5997,0,1
16168,16586,22093,12776,0,1
20929,4056,2336,11422,0,1
14313,16671,17162,22367,1,6
24984,22630,19053,17629,0,2
13239,19179,13944,18550,0,3
120,24521,8144,20707,0,3
3274,4639,843,20043,0,0
8625,7551,18510,14535,0,2
16065,13081,11719,6772,1,1
17576,4147,12346,23388,0,2
17395,7197,10926,2535,0,0
6816,20968,10884,22580,0,2
11350,19493,20229,23155,0,2
14115,805,15273,18556,0,1
23174,2713,16336,8372,1,1
11907,20845,1477,6946,0,0
4905,3656,13252,1785,1,3
18189,6519,10043,22990,1,5
17936,7851,2205,911,0,0
10808,11700,22903,19097,0,1
4656,24458,15464,18135,1,5
12833,281,10039,21675,1,5
13448,5043,11787,8526,0,2
162,10985,17655,7587,0,1
12569,94,21069,19686,0,3
17324,811,8890,7686,0,1
23600,16680,4225,8349,0,2
17465,17658,9753,23608,1,5
17104,23807,2938,4042,0,2
14244,2798,22905,12931,0,1
422,3212,9824,12774,0,1
5889,23973,12484,4480,1,6
2785,5229,510,20402,0,2
22310,6245,12820,19458,1,6
2590,10573,3424,7990,0,1
12342,16944,18452,10084,1,6
21158,10978,4003,11945,0,3
11391,7429,15141,124,0,2
20938,23710,6406,8984,0,1
402,23772,14010,7931,1,6
7202,17110,8179,13769,0,3
2275,16587,19942,2400,1,4
16433,2531,17602,16332,1,7
507,17030,14578,17057,1,6
605,24177,1500,15176,1,5
16282,8875,14472,10215,0,1
1748,24254,20502,7254,0,2
23615,20220,13840,3137,0,1
23940,16725,18408,708,1,5
10706,8491,22569,11366,1,1
9008,24210,17668,11932,1,7
5782,24337,17265,4839,0,1
2808,3210,5869,8998,1,1
4725,12151,9884,19110,0,1
5835,5146,17686,5570,1,1
23755,4803,11519,17523,0,1
1156,549,3652,8225,1,5
20287,3229,23669,5825,0,2
12833,6526,5045,17698,0,0
23499,19054,9404,10081,0,3
8692,6215,3619,14673,1,3
23622,13713,12135,24790,0,3
24550,21671,9065,19889,1,5
15012,7997,1297,11293,0,2
4555,10237,24997,17625,0,1
2175,17569,19431,4729,1,6
11284,8144,18252,468,1,5
10950,448,15642,5245,0,2
24700,19590,6252,18428,1,6
23956,6299,7960,19212,0,1
8695,6412,12139,23169,1,4
4582,7261,10092,8900,0,3
11073,10970,727,24268,1,5
19624,10191,429,4753,1,5
7077,9703,8229,9012,0,2
2426,23081,21416,24882,0,2
11175,19878,22794,23288,1,2
13473,12321,9012,7343,0,1
14397,21599,23437,4651,0,3
2720,9291,1172,14417,1,1
10317,13523,7187,19156,1,6
3331,5163,18717,6738,1,6
8622,18071,2135,20466,0,1
10939,11478,9490,22848,1,5
14777,12675,10833,22754,0,1
15252,7428,6906,10102,0,1
1089,18773,15147,5431,0,1
5786,22254,1575,23856,1,4
24550,112,10663,21884,1,2
5989,11982,17630,7984,0,3
24673,3333,12344,24931,0,2
24390,10816,18742,24577,0,2
23825,10340,5081,6815,0,2
6816,10008,5596,17591,0,0
12442,10575,10444,5239,1,5
10762,2597,22582,6299,0,2
10686,7140,7942,7966,0,2
22627,2187,14363,8918,0,1
20959,20588,2844,11478,0,2
6517,6878,2098,19567,0,2
19054,1247,11868,13798,1,2
7722,20427,17233,8593,0,2
22229,16605,7866,864,0,1
165,7973,4186,9620,0,1
12730,17901,7627,21306,0,1
13893,894,13652,23137,1,5
22518,19052,17171,18929,0,0
20356,9168,23795,24719,0,2
23964,13847,9170,19453,1,2
23473,10228,13529,20985,1,5
1346,5819,10585,22929,0,1
18260,13441,11957,6705,0,2
11826,15329,16502,2259,0,1
22589,7553,22442,633,1,1
19467,14007,18730,1918,0,1
158,6483,20727,4093,0,1
16592,8815,13217,9146,1,6
1370,15105,12090,15243,0,3
14025,12028,11300,11457,1,6
20879,19615,15617,806,1,4
13998,20157,2178,10233,0,2
2511,1598,1778,13219,1,1
11589,2520,19790,20294,1,6
11244,6860,3884,16544,0,0
18645,12067,15433,1835,0,3
19043,14978,6595,1280,0,1
15098,22029,8594,20336,0,2
4347,18110,7592,712,1,5
22894,12572,24194,3311,0,1
24107,12747,1840,9174,1,1
94,11887,11224,10270,1,2
15120,22390,2240,23969,1,4
21013,18541,4652,15049,1,6
14671,19089,8262,13533,1,5
5219,15612,1540,8518,0,2
6649,24151,22622,4369,0,2
8024,2954,16261,14311,0,1
20581,24723,9726,6113,0,2
5460,17636,16253,22522,0,0
18937,10369,7784,5086,1,1
22086,13471,20324,9176,1,6
10494,21983,1405,20521,1,1
19687,4012,16357,7246,0,2
13689,4723,4539,13723,1,3
2792,7376,7567,2536,0,1
4574,8659,16982,23908,1,4
9936,6225,11858,3835,0,2
5936,16897,6339,15627,0,1
492,9865,4875,7506,0,0
11565,17942,22800,10951,0,2
987,13039,23395,4923,1,6
24010,4087,17610,13300,1,2
2573,12042,24278,16693,0,2
11616,17046,17022,21402,0,1
4991,15746,16966,21044,0,2
7726,23212,19993,13451,1,5
20450,11609,22523,6675,0,1
3073,5549,2818,15436,0,2
7600,109,1030,11256,0,2
12959,2812,8051,17265,0,2
6995,5431,11245,3596,0,1
2362,13725,6554,23168,0,0
5514,13244,11415,10344,1,4
1608,17591,23432,6572,1,1
17673,1565,21289,4275,0,1
1715,21176,22570,4625,1,6
6383,13327,17096,15269,0,2
18727,489,23572,2046,0,2
19258,16789,5824,18304,1,4
6089,568,14596,12225,0,2
4316,11148,13364,5867,0,1
23452,8134,13705,1368,0,1
21191,6198,13746,19694,1,5
20088,18196,2020,7842,1,6
22537,24405,8343,13942,1,5
16233,13935,1720,3702,0,1
8898,14197,17547,21407,0,1
5767,1472,15361,18675,0,0
421,8596,16435,3717,0,1
21724,15968,13630,23594,0,1
15456,22386,1552,21470,0,0
21423,14589,24393,16098,1,2
18615,12589,15614,6859,1,1
20385,4762,21021,4596,0,2
9642,1249,20133,11467,1,6
23147,6167,9605,13123,0,3
11925,1022,23899,19872,0,2
19125,18375,10029,14489,0,1
21158,16050,15874,14356,0,3
7652,5494,11737,22916,1,2
19162,23549,7182,18949,0,2
5030,24314,16232,3179,1,6
4489,5021,7663,13081,0,2
2291,22793,23151,1067,0,3
5779,12239,12149,8221,1,2
17736,17447,16801,4804,1,6
2853,12146,9130,22018,1,6
10156,17544,5060,3402,0,2
760,60,7836,5150,0,0
13779,5174,12434,15959,0,2
16078,22748,19832,24186,1,5
17283,7197,11071,9443,0,2
4361,24893,11204,16371,1,5
7713,19079,16060,9121,0,1
18332,6850,3407,1469,0,1
11708,21691,5926,6550,1,2
20653,14088,23968,4413,0,0
19876,4042,12093,19954,1,6
8844,8386,16898,6519,0,0
22791,6188,18740,16092,0,2
6668,15160,8688,8804,0,2
17962,8037,10981,14825,0,3
18645,5501,20079,24868,0,1
262,16785,5699,4566,0,1
22657,17199,5885,2374,0,1
15161,9917,2841,190,1,2
11745,8882,16289,14500,1,7
1711,835,10072,13534,0,1
24795,20102,12002,14765,1,6
17500,13673,18518,21592,0,1
8963,15985,12142,23091,0,1
12458,19412,14958,7293,0,1
10567,4518,17715,18708,1,5
12466,19792,17989,2080,0,1
10123,1523,13146,1920,0,2
340,16157,984,22919,0,1
1621,15321,17193,13162,1,6
16993,1937,18418,3712,0,1
21980,11975,3835,13498,0,1
548,481,8931,13928,1,5
7415,2391,16970,9188,0,2
7484,9306,10034,21785,1,2
7543,435,13051,356,1,6
19245,19531,9925,19053,0,0
413,4003,1084,13009,0,3
14654,22186,7572,7500,0,1
2657,11685,24698,21953,0,0
14134,15255,18909,24801,0,2
24943,2988,15209,4860,0,1
19943,4659,24307,12976,0,2
23651,14600,8572,17101,0,1
7275,5166,12523,22732,0,3
3881,2757,4786,13591,0,3
15855,6142,8003,23899,0,3
18521,18120,3382,16769,0,3
833,10231,2879,16250,0,2
4136,2043,5679,15480,1,2
14943,23654,3734,23607,0,1
23540,4806,24054,12591,1,6
18374,5012,10690,3518,1,6
10070,4620,5945,10756,1,1
22861,10852,514,5839,0,0
20137,9574,14522,20480,1,6
16998,8648,10575,15911,0,3
20311,5630,1580,7083,0,2
2286,974,14553,3003,1,1
24612,15724,11679,12449,0,2
24074,22525,5495,7689,0,2
20772,9755,23672,7443,0,1
443,14144,24128,17130,1,2
8358,8745,281,19430,0,1
1564,24347,2917,11792,0,1
22283,6531,1661,16489,0,1
17250,14987,7218,17911,0,1
14689,3044,10103,17020,0,3
16249,10809,8109,19755,1,2
1955,8028,9236,1275,0,2
22737,8240,23451,24771,0,1
15883,8218,14117,1162,0,2
337,1250,14624,8753,1,5
4905,23975,24053,857,0,1
7396,7678,23830,13290,0,3
2813,16100,21508,13609,1,4
20604,8631,2217,15865,0,1
13795,11550,18868,3651,0,1
5644,5161,18234,23921,0,3
2913,18660,11060,11817,1,2
4953,21368,7885,20361,0,1
16873,11515,2671,1562,0,1
1008,4930,11909,17709,0,2
6427,7958,5487,12644,0,1
18239,21030,410,19595,0,2
2398,6242,6561,15069,1,2
6293,5173,4650,9536,0,1
19397,20222,16530,22753,1,4
10289,22844,22601,21412,0,1
11191,3973,13060,23194,0,2
12702,5642,21070,3112,1,5
23651,16431,11903,19525,1,5
20651,15087,21020,4988,1,5
12791,1419,20756,22410,1,4
22859,24898,22205,3953,0,1
9903,8126,19537,18626,1,1
780,495,10039,1363,0,3
7154,6651,9594,19077,0,1
15298,9180,20362,20049,1,4
16135,12341,19362,23801,0,1
14972,10922,13148,12595,1,6
5765,20438,9354,15260,0,1
13974,267,17455,21886,0,1
14793,22893,8257,18058,1,6
2567,525,12786,7435,0,2
10419,14031,19127,5097,0,2
15420,3641,312,16376,0,3
16057,17582,24805,13591,0,1
15224,19828,11131,983,0,1
18036,3694,8671,19940,1,5
15652,23241,11555,22911,0,0
22450,17547,11035,11883,0,2
2077,10213,981,8989,1,6
20653,10784,8783,8300,0,2
22510,215,24599,4674,0,1
11018,22041,1258,17541,1,5
10009,6540,5037,17699,1,7
20883,21511,1437,21350,1,2
20826,8626,5426,6709,0,2
24427,317,5794,9532,0,2
4006,24327,21465,13651,0,1
6477,9827,20221,21883,0,1
6675,22719,8998,519,1,1
3169,23150,16179,12302,0,1
16220,24699,11035,22787,1,4
18584,7513,22999,5472,0,3
7410,24148,22204,22961,0,3
18014,598,21997,1673,0,2
5903,12961,3390,2644,0,0
6940,287,4542,18793,0,3
7946,16723,12575,10081,0,2
24214,11858,4057,10160,1,5
10553,11305,4319,17919,0,2
3291,20172,21808,12289,1,5
22827,6388,11324,4779,0,2
2541,22224,24801,22509,0,0
8576,4224,1739,8045,1,5
24976,11698,3340,1965,0,2
22491,12545,17304,9176,0,1
6109,21401,18590,22467,0,1
20867,4069,17874,6852,0,1
21538,13737,4228,5527,0,1
21990,101,7014,4646,1,5
9954,23289,24585,19885,1,6
21248,14167,15857,11179,1,6
17395,6532,7795,7506,0,1
13713,10706,23603,11876,0,2
16985,14652,7484,21241,0,3
14661,21409,16306,16614,0,1
13839,17764,6594,8747,1,6
6540,4040,190,16502,0,2
5336,23890,23046,22719,0,1
9939,14107,6086,17376,0,1
4271,19079,13305,3275,0,1
19870,20334,15186,17214,0,0
8001,14903,733,3514,0,2
12268,5009,14334,1475,0,2
6383,9650,14344,8485,0,1
9499,12033,7084,6626,0,1
6340,6288,17238,5288,0,2
13787,2001,1895,12998,0,2
20460,15184,1585,18181,1,5
19903,22070,15200,1949,1,6
1674,5285,13013,7483,0,1
15638,839,23050,3596,0,2
10694,4571,2463,11741,0,2
7401,14093,5347,20442,0,1
9779,24098,15351,19091,0,1
24313,1739,17447,16199,0,2
18069,20473,18375,20685,0,1
1064,5102,22072,23073,0,0
7804,1081,16481,12988,0,2
14332,15743,17997,24862,0,2
10117,2403,23726,4428,1,2
14134,2248,3170,9694,0,2
6714,690,17154,8574,0,2
8545,460,13915,17386,0,1
21003,7078,5763,10838,0,0
19482,13686,2247,9922,0,3
6168,23770,24053,10416,1,5
22066,12294,14942,14463,1,6
3819,12173,3815,12002,0,2
2269,12168,8114,2137,1,5
19777,16067,5738,6756,0,1
17890,13869,22521,5451,0,1
16290,11075,2956,13512,0,2
18001,24588,24872,2606,0,3
4530,13287,14389,16647,1,2
8722,24437,7147,9550,0,0
11989,18579,18903,2317,1,6
3229,12188,19731,15578,0,2
11465,6428,14283,22610,1,4
24216,4425,12696,3818,1,1
8021,3453,4662,2523,0,1
8787,21680,8883,16359,0,2
17082,23443,7048,24919,1,6
19906,333,11972,19447,1,4
17074,43,6993,7196,1,6
21797,14110,12511,19510,0,1
12169,13438,14842,24205,1,5
13710,8163,21260,20350,0,2
10720,17918,6170,24566,1,6
18801,6050,3142,14192,0,1
5706,7251,4323,23028,1,5
21067,13395,20698,2676,0,1
12152,18523,10343,19863,1,5
20218,24908,3269,8215,0,1
10646,11701,20611,17809,0,1
23717,1269,7182,16123,1,5
9972,2251,16801,2546,1,2
4046,12885,18725,15391,1,5
19606,23610,2983,11142,1,6
19385,21333,4245,3965,0,1
18321,11408,11883,8829,1,5
20969,18248,9407,15493,0,2
2409,5244,20987,20536,1,5
11157,18025,23042,11004,0,0
16683,16148,20848,13043,1,2
3299,12449,9174,23027,0,0
4603,2877,8786,7615,1,1
7911,18463,3906,19187,0,1
17890,16015,9305,19412,1,6
19433,7176,18476,1085,0,1
16345,7724,22856,6489,0,1
20959,18628,1568,12540,0,1
19689,1132,21170,10815,1,6
764,16819,18402,22658,0,1
15464,17298,1698,9001,0,2
293,12514,13969,5561,0,1
2951,21619,4564,11660,0,1
22030,10904,10902,13835,0,2
820,13378,3156,14789,0,3
13812,1840,20377,18949,0,3
2442,14191,5199,13862,0,3
14538,13846,16093,3759,0,1
3042,8859,15419,23283,0,1
13289,12241,8579,6647,0,0
3271,22802,15411,8400,1,2
10508,7546,10903,5008,1,4
4946,19167,16440,4161,1,2
16615,1625,24493,20183,0,2
9223,4737,4615,20763,1,1
6036,3354,7195,1012,1,5
8439,10982,21660,4954,0,2
14278,11235,10894,9735,0,3
19093,10118,17380,4807,0,3
3577,13241,6798,18079,0,1
16103,20632,6167,409,0,1
11721,14390,3469,13525,1,2
14178,2483,16137,11894,1,6
24813,1702,5393,1085,0,3
1069,13840,20476,10016,0,2
19313,14453,12821,7974,0,2
19391,22534,8367,19500,0,1
872,4905,23281,22747,0,2
9618,17529,3436,24483,1,4
8698,4320,9065,3061,0,2
20810,3149,20613,24373,0,2
7224,15718,21925,23585,0,1
12407,1703,18746,23087,0,0
15924,19351,773,7237,0,2
3998,11966,3569,22670,0,3
8832,23497,24300,19790,1,5
7962,24294,21066,346,1,5
21135,6945,19772,7879,1,5
24523,21415,3687,13973,1,3
21995,3576,7027,11650,1,6
1365,14176,22444,20270,1,1
7658,12857,21515,4151,0,1
21767,20750,8585,7485,1,1
2677,21712,18747,8119,1,1
8355,19839,8452,11485,0,2
21240,20142,13309,24103,0,0
18447,10469,596,1375,1,6
10076,17491,11151,22293,0,2
17109,760,11627,2487,0,0
4342,5154,23931,15142,0,2
24615,12661,15543,21265,1,5
8341,22574,17368,10536,0,0
2444,9297,23199,2431,0,1
10156,1217,6122,24790,0,0
12329,8367,1196,22246,0,2
4066,14951,16524,22931,1,4
7609,23319,5824,11902,0,1
737,13122,6504,10757,1,6
1896,3081,615,4112,0,1
19234,1514,285,23559,1,5
10428,18563,22934,2083,0,2
12103,10423,8354,15445,0,1
5336,17803,9986,8777,0,2
13081,22572,4380,16877,1,5
2493,12694,21633,359,0,0
7232,137,6582,2833,0,1
6817,14033,15824,23153,0,3
1238,19046,9707,6543,1,2
6998,13849,2984,21516,1,6
152,11175,9217,4747,0,1
22679,18730,16523,7573,0,2
21166,21838,7266,2355,0,2
19553,17271,18564,22472,0,1
8561,23950,4871,8090,0,3
1602,3095,22707,5857,0,1
19419,16299,2795,21783,1,6
18837,4773,9464,9293,0,1
14824,24747,22036,14173,0,1
15249,13669,24610,11251,0,1
10677,22589,21287,1349,0,1
1195,19896,7082,20733,0,2
8085,3778,10202,323,0,1
5971,10141,6531,9419,0,2
16108,13237,15716,17654,0,2
11229,8511,11795,19068,1,6
11199,23604,13815,23770,1,6
21761,21489,24961,4217,0,1
948,5819,905,21514,1,6
732,711,6148,4467,0,3
13317,16626,9728,21665,0,2
21528,7039,10219,12462,1,4
706,24833,7808,11098,0,2
6822,15150,951,5696,0,1
6608,2155,5746,23991,1,2
17547,1856,20059,21999,1,5
3555,14485,442,12857,0,1
4744,6655,3628,13404,0,2
11592,1681,7610,13897,0,1
10599,13477,8123,8828,0,1
19377,20691,433,4368,0,0
9750,18396,19493,21804,0,1
8159,23384,1747,3350,0,2
3238,21623,23785,10396,0,2
1193,16475,1593,10817,0,1
8934,22724,22295,5218,0,1
21217,22386,12228,4057,0,1
9523,19569,24880,11134,1,4
14111,20224,1009,818,1,6
3811,1682,1549,21300,1,5
7445,13762,9093,4803,1,1
14161,5338,23922,19740,0,2
21114,6910,24836,19473,0,1
7821,5662,2431,22481,1,6
11436,4947,3886,19922,0,2
2771,3696,4701,16152,0,2
1133,24723,4592,21187,1,2
12551,22251,24345,23650,0,2
5935,24026,11401,14411,1,7
1938,22205,13093,13540,0,2
13603,6920,17207,5304,0,1
6921,1812,11179,1137,1,5
5895,5015,12283,15068,0,0
16200,1242,17788,8160,1,6
8741,4756,1215,12922,1,6
6696,8595,11792,6046,0,2
14154,5769,10133,5861,0,2
11169,24663,21016,9338,0,3
73,7299,6034,16241,1,4
752,2024,8512,7085,0,1
18603,14065,15696,5114,1,6
24682,23775,4854,15943,0,1
9714,10187,1453,24787,1,5
9190,16406,12310,14382,0,1
24685,7999,15590,6751,0,0
21837,23891,12351,8870,0,3
24689,17571,8839,5638,1,5
7347,20529,15714,9294,0,1
5263,5610,17261,6320,0,0
12262,1853,24676,13018,0,2
22053,12843,21907,20814,1,5
19407,3378,10336,7128,0,1
10368,19182,9905,20501,0,3
10592,14781,11805,13649,0,3
23483,24037,1839,1991,0,3
15166,6318,14931,3833,0,1
7612,1796,19083,11935,1,6
19300,9115,21529,15629,0,2
16086,15777,8485,9155,0,2
20190,22689,531,3260,0,2
8436,22305,9507,16253,0,3
8616,5726,2885,14229,0,2
22065,589,20396,7957,0,1
856,23344,7466,5987,1,5
24130,16731,8236,12025,0,1
3827,1281,2029,19220,0,2
24777,1657,18080,9370,0,2
23229,3017,17376,2539,0,2
15661,12245,24608,731,1,5
12417,1765,20887,1235,1,6
15597,18262,7228,7950,0,2
15464,16,19073,15285,1,6
6789,7109,4789,18662,1,5
6305,13095,9884,24459,0,3
9743,6689,2754,10764,0,2
6183,4391,21449,1750,0,1
20032,16128,9506,4375,0,2
18159,9949,12650,1570,0,1
22503,1227,10611,9209,1,6
22435,22628,2983,13404,0,1
2207,11637,22111,21912,0,2
17520,13667,20557,9175,0,1
11027,21782,2791,2494,0,2
8623,18741,22978,12521,0,2
22247,5132,11310,16104,0,1
9247,80,6963,1498,0,1
20881,9573,20783,3429,0,1
9370,17798,9602,7907,1,6
11726,18232,257,1512,1,2
18801,1832,14932,12552,0,1
8336,24630,13031,21600,1,6
20990,16605,15774,22001,1,5
2036,7811,20009,3721,0,1
